5,9943.468914501425,19810,134320128,25.6166173187934,1074.7943227158,29913,266178560,50.763756791442965,44690.182143315615,49723,400498688,76.38037411023636,27313.498662309194,16644,103391232,19.718069538041135,890.9198495553953,13145,53841920,10.268363207255794,2053.2858998098136,29789,157233152,29.98643274529693,1403.8374275403673,3166,30928896,5.898547780752263,2041.4420584333543,3077,12603392,2.4036328329194427,2037.1932807929802,6243,43532288,8.302180613671705,2039.347954829409,0,0,0,0,13691,199733248,38.09176075126773,95212.80633810532,13691,199733248,38.09176075126773,95212.80633810532,
10,9837.577838279807,19234,134168576,25.5879663130658,9975.922231361132,29959,270114816,51.51495989990955,62489.66914236122,49193,404283392,77.10292621297535,41957.288354725264,16260,103190528,19.679986424626534,10595.224205781058,13065,53514240,10.205970810850063,14077.191568848068,29325,156704768,29.885957235476596,12146.525266257458,2974,30978048,5.907979888439267,6589.960528581036,3137,12849152,2.4505266309710407,8280.870419509085,6111,43827200,8.358506519410309,7457.966473244968,0,0,0,0,13757,203751424,38.85846245808845,120828.11655760703,13757,203751424,38.85846245808845,120828.11655760703,
15,10519.148961821631,20850,143396864,27.347528819336528,8121.765957314148,31752,287068160,54.747395164192085,55739.324197751324,52602,430465024,82.09492398352862,36865.02114248507,17651,110989312,21.16701386550778,8804.94773548241,13886,56877056,10.847147453092264,11512.102601325076,31537,167866368,32.014161318600046,9996.930247043156,3199,32407552,6.180514953828747,4352.199978430759,3193,13078528,2.4942346116753273,6659.591384278108,6392,45486080,8.674749565504074,5504.812737953692,0,0,0,0,14673,217112576,41.40601309942449,108274.64662407142,14673,217112576,41.40601309942449,108274.64662407142,
20,8025.937093457249,15959,109658112,20.909729518490046,37535.7424126825,24182,216666112,41.31413276331869,70168.23221069391,40141,326324224,62.22386228180873,57194.417291123784,13444,84004864,16.0181399482561,38536.17818327878,10413,42651648,8.132863195728255,39983.12964707577,23857,126656512,24.151003143984354,39167.73728930712,2515,25653248,4.891589570233944,32187.88615029821,2433,9965568,1.9002454773078694,31349.87793752569,4948,35618816,6.791835047541813,31775.825927647536,0,0,0,0,11336,164048896,31.281024090282564,106227.02975317572,11336,164048896,31.281024090282564,106227.02975317572,
25,10459.592523625317,20719,142479360,26.928096249093112,9508.889416718954,32060,287981568,54.42750010295353,53145.8700886151,52779,430460928,81.35559635204665,36015.67431868736,17521,110837760,20.94794550813453,9735.834561668855,13879,56848384,10.744143965535814,10948.591168239787,31400,167686144,31.692089473670343,10271.88070633758,3198,31641600,5.980150740958583,8265.516719824891,3168,12976128,2.4524424009523353,9663.535281565657,6366,44617728,8.432593141910917,8961.231894753379,0,0,0,0,15013,218157056,41.23091373646538,101331.31409078797,15013,218157056,41.23091373646538,101331.31409078797,
30,8152.107137740571,16265,112615424,21.477862057843552,37664.831964586534,24499,224178176,42.754959928996705,70028.94474627536,40764,336793600,64.23282198684026,57115.53354045236,13731,86908928,16.575153747847693,37943.46357534047,10691,43790336,8.351633929599382,40129.06862370217,24422,130699264,24.926787677447077,38900.23630370158,2534,25706496,4.902708309995859,36155.00929400158,2502,10248192,1.95452138170963,37872.26814748201,5036,35954688,6.857229691705489,37008.182775218425,0,0,0,0,11306,170139648,32.44880461768769,105418.61222165222,11306,170139648,32.44880461768769,105418.61222165222,
35,7561.60668458078,14931,100491264,19.1656836799626,4002.207294153104,22880,208162816,39.70079115918233,77294.04315804195,37811,308654080,58.86647483914493,48352.19022414112,12642,78413824,14.955076561881635,3909.954334994463,9963,40808448,7.782983064460234,6774.717640268996,22605,119222272,22.73805962634187,5172.579276841407,2289,22077440,4.210607118080966,4511.714463084316,2351,9629696,1.8365746446397682,6752.402740961293,4640,31707136,6.047181762720734,5647.028717672414,0,0,0,0,10566,157724672,30.08123345008233,159484.79053208404,10566,157724672,30.08123345008233,159484.79053208404,
40,8503.896996275858,16773,114339840,21.726573908578427,46926.92408525607,25907,233476096,44.36455093544256,66433.68834241711,42680,347815936,66.09112484402098,58767.639680623244,14170,89374720,16.982763485050377,47638.84417233592,11264,46137344,8.76690411987202,49344.03176917613,25434,135512064,25.749667604922397,48394.02358142643,2603,24965120,4.74381042352805,43051.43133307722,2641,10817536,2.055521464895419,41193.56832714881,5244,35782656,6.7993318884234695,42115.76844241037,0,0,0,0,12002,176521216,33.54212535067512,88026.51025554075,12002,176521216,33.54212535067512,88026.51025554075,
45,12160.255825096712,24280,165261312,31.443149026025157,13274.741605848436,36672,328441856,62.4904044365344,49431.19993201898,60952,493703168,93.93355346255956,35028.4107182209,20435,126300160,24.03027487093181,13408.412893320283,15938,65282048,12.420772527741565,15673.695931108045,36373,191582208,36.451047398673374,14401.019526159514,3845,38961152,7.4128741550933475,12564.31956176853,3744,15335424,2.9177671190779537,12854.087197115385,7589,54296576,10.3306412741713,12707.275158914217,0,0,0,0,16990,247824384,47.15186478971488,89158.79315426722,16990,247824384,47.15186478971488,89158.79315426722,
50,11159.432129855237,22126,153542656,29.279200133527354,26340.664382807558,33684,304898048,58.14130874298429,51347.13924032181,55810,458440704,87.42050887651165,41433.26605097653,18695,119529472,22.79319261315145,26549.260894838193,14663,60059648,11.452833366000949,28167.64634638205,33358,179589120,34.2460259791524,27260.64604610588,3431,34013184,6.486007520375904,25204.05354269892,3524,14434304,2.7524916307568263,25098.266893303065,6955,48447488,9.23849915113273,25150.45294565061,0,0,0,0,15497,230404096,43.93598374622652,79248.14785197134,15497,230404096,43.93598374622652,79248.14785197134,
