5,2728.3268033571885,5444,38612992,7.364646168326737,116.97200753122704,8198,73707520,14.058216590542022,189.53561063674067,13642,112320512,21.42286275886876,160.57825428822753,4586,29646848,5.654535797851801,112.60260793720018,3544,14516224,2.76867572086029,184.55185835214448,8130,44163072,8.42321151871209,143.9664632226322,858,8966144,1.7101103704749367,140.32639743589743,818,3350528,0.6390453554355862,183.2067457212714,1676,12316672,2.349155725910523,161.25487291169452,0,0,0,0,3836,55840768,10.650495514246145,195.48958081334723,3836,55840768,10.650495514246145,195.48958081334723,
10,2720.5280026985015,5383,37744640,7.1984990469446855,116.36035835036225,8221,73469952,14.011880347807578,183.7257905364311,13604,111214592,21.210379394752263,157.06979807409587,4563,29396992,5.606470717300272,109.08613675213675,3538,14491648,2.763786177763462,178.60778942905597,8101,43888640,8.370256895063735,139.44875953585978,820,8347648,1.5920283296444133,156.83874024390244,835,3420160,0.6522785354529368,183.91851497005987,1655,11767808,2.24430686509735,170.50134561933532,0,0,0,0,3848,55558144,10.59581563459118,188.38965826403327,3848,55558144,10.59581563459118,188.38965826403327,
15,2721.5039047857235,5337,37171200,7.0895934192922025,120.01134495034664,8271,74575872,14.223716516259298,189.88275359690485,13608,111747072,21.3133099355515,162.479482877719,4509,28942336,5.520117586856055,112.56988644932358,3624,14843904,2.831150033224787,184.38544757174392,8133,43786240,8.351267620080842,144.57032829214313,828,8228864,1.569475832436147,160.53493961352657,838,3432448,0.6546643840624645,183.693669451074,1666,11661312,2.2241402164986117,172.18380852340937,0,0,0,0,3809,56299520,10.737902098972047,196.47469099501183,3809,56299520,10.737902098972047,196.47469099501183,
20,2738.3833391102094,5356,37322752,7.118186809059667,120.32826157580284,8337,74440704,14.197314208499824,181.04773707568668,13693,111763456,21.31550101755949,157.29738939604178,4550,28917760,5.51518863827494,107.91353142857143,3561,14585856,2.781811153101567,174.10686689132265,8111,43503616,8.296999791376507,136.97461730982616,806,8404992,1.6029981707847274,190.41141563275434,853,3493888,0.6663535281088561,177.18349237983585,1659,11898880,2.2693516988935833,183.61007836045812,0,0,0,0,3923,56360960,10.7491495272894,188.18835381085904,3923,56360960,10.7491495272894,188.18835381085904,
25,2759.580275509817,5307,36069376,6.877644517704479,117.1473606557377,8495,77676544,14.811225372898903,188.87338987639788,13802,113745920,21.68886989060338,161.2940508621939,4522,28557312,5.445257503683355,111.18055970809375,3696,15138816,2.886642532073104,182.03370238095238,8218,43696128,8.33190003575646,143.0463683377951,785,7512064,1.4323870140211237,151.519174522293,854,3497984,0.6669893729411339,184.42916861826697,1639,11010048,2.0993763869622577,168.66690787065284,0,0,0,0,3945,59039744,11.257593467884664,196.24344055766792,3945,59039744,11.257593467884664,196.24344055766792,
30,2735.964568502958,5302,35995648,6.8645325027876485,119.9063195020747,8380,77266944,14.735154885364839,192.1084471360382,13682,113262592,21.599687388152486,164.1289353164742,4465,27779072,5.297594382556421,115.06889160134378,3686,15097856,2.879229267782803,185.29117797069995,8151,42876928,8.176823650339225,146.82442436510857,837,8216576,1.566938120231227,145.71171445639186,865,3543040,0.6756737158524483,180.4451965317919,1702,11759616,2.2426118360836753,163.3641598119859,0,0,0,0,3829,58626048,11.180251901729587,201.30593105249412,3829,58626048,11.180251901729587,201.30593105249412,
35,2719.31611127342,5427,37093376,7.07478174864288,121.71533720287452,8170,76132352,14.520645799693595,189.68504088127295,13597,113225728,21.595427548336474,162.55614613517687,4543,27598848,5.263900112892637,118.85540171692713,3568,14614528,2.7874140105077068,184.81709725336324,8111,42213376,8.051314123400344,147.87171655776106,884,9494528,1.8108816357502424,136.4129468325792,790,3235840,0.6171684608467176,186.4452582278481,1674,12730368,2.42805009659696,160.02437216248507,0,0,0,0,3812,58281984,11.116063328339171,194.91280876180483,3812,58281984,11.116063328339171,194.91280876180483,
40,2781.564407057851,5353,37306368,7.11502237183515,134.59135139174293,8556,75673600,14.432371357010803,191.61278155680225,13909,112979968,21.547393728845954,169.66758667050112,4464,27992064,5.338610330382237,115.46412186379929,3804,15581184,2.9716233094489364,185.5400233964248,8268,43573248,8.310233639831173,147.70513896952104,889,9314304,1.776412041452913,230.6362924634421,873,3575808,0.6819734882094957,184.66010882016036,1762,12890112,2.4583855296624084,207.85694608399547,0,0,0,0,3879,56516608,10.778774559352371,199.13287831915443,3879,56516608,10.778774559352371,199.13287831915443,
45,2699.377361833702,5293,36577280,6.9759871373232825,118.83014604194219,8205,74678272,14.242575306570895,197.88191090798293,13498,111255552,21.21856244389418,166.88317098829455,4435,27881472,5.317530172873414,113.9772166854566,3562,14589952,2.7825829992324227,189.69280095451995,7997,42471424,8.100113172105836,147.70222746029762,858,8695808,1.6584569644498688,143.91492657342658,841,3444736,0.6569770641084973,193.73700237812128,1699,12140544,2.315434028558366,168.57670747498528,0,0,0,0,3802,56643584,10.803015243229975,206.47093713834823,3802,56643584,10.803015243229975,206.47093713834823,
50,2707.5093434569612,5270,35827712,6.832860228788719,120.3420320683112,8269,73076736,13.93678510824506,194.19117148385538,13539,108904448,20.76964533703378,165.44569805746363,4438,27586560,5.261153954600665,112.54953808021631,3596,14729216,2.8090734403480315,189.02889877641823,8034,42315776,8.070227394948697,146.78152476972866,832,8241152,1.5717062741880534,161.90824399038462,861,3526656,0.6725840467574125,189.73308362369337,1693,11767808,2.2442903209454657,176.05897460129947,0,0,0,0,3812,54820864,10.455127621139615,200.06786253934942,3812,54820864,10.455127621139615,200.06786253934942,
