50,2479.32,0.2209
55,2726.79,0.2008
60,2973.32,0.2164
65,3223.76,0.597
70,3491.36,0.7283
75,3720.56,1.3801
80,3964.43,1.0195
85,4225.62,3.1034
90,4473.58,4.1088
95,4709.18,0.4969
100,4963.37,1.2587
110,5453.92,3.2608
115,5703.13,2.5754
120,5959.91,9.3489
125,6216.8,15.8252
130,6460.42,13.2056
135,6712.46,15.1777
140,6981.76,22.4954
145,7197.9,26.0001
155,7702.02,33.5811
