5,9004.812333925325,18436,128131072,23.59738059506454,20632.908475699718,28194,255459328,47.04690981884103,62156.96023178691,46630,383590400,70.64429041390557,45739.68769961398,15594,98299904,18.10349520174394,21385.38439258689,12284,50315264,9.266358392358955,23971.733663871702,27878,148615168,27.369853594102892,22525.018313544733,2842,29831168,5.493885393320601,16504.08741731175,2786,11411456,2.101601634737223,18483.11121643934,5628,41242624,7.595487028057824,17483.753427327647,0,0,0,0,13124,193732608,35.678949791744856,107169.3548155288,13124,193732608,35.678949791744856,107169.3548155288,
10,15006.376126961957,29465,204513280,39.00515120973708,11739.795509927033,45572,411205632,78.4258990636476,40700.852585842185,75037,615718912,117.43105027338468,29328.628926289697,24837,157470720,30.03310711512802,12359.270413979144,19962,81764352,15.59424851689909,14448.756119927863,44799,239235072,45.62735563202711,13290.32498354874,4628,47042560,8.97204409460906,8415.271267934313,4579,18755584,3.5770996873500116,8963.699236077746,9207,65798144,12.54914378195907,8688.02587487781,0,0,0,0,21031,310685696,59.2545508593985,72528.57237287813,21031,310685696,59.2545508593985,72528.57237287813,
15,10553.19635088085,20803,144080896,27.479157401709713,12270.529990049512,31967,286752768,54.68958526776478,58359.26164012888,52770,430833664,82.1687426694745,40190.152591112375,17583,111321088,21.231195697738986,13655.87325041233,13870,56811520,10.835112382354836,17863.146976063446,31453,168132608,32.066308080093826,15511.177563984356,3220,32759808,6.247961703970727,4705.781372981367,3238,13262848,2.529494873400502,6104.677999382335,6458,46022656,8.777456577371229,5407.179216940229,0,0,0,0,14859,216678400,41.32497801200944,107547.0570650784,14859,216678400,41.32497801200944,107547.0570650784,
20,4285.7853802983855,8917,63713280,11.32323184192331,118938.48907603454,14081,130162688,23.13273297799029,121301.98042433066,22998,193875968,34.455964819913596,120385.58541812332,7564,49545216,8.80525955383506,118345.4277526441,6014,24633344,4.377879543383272,118874.35371932157,13578,74178560,13.183139097218332,118579.70089770218,1353,14168064,2.51797228808825,122254.02185513674,1359,5566464,0.9892813933252188,123215.35976011775,2712,19734528,3.5072536814134687,122735.75423451327,0,0,0,0,6708,99962880,17.7655720412818,123090.80935793082,6708,99962880,17.7655720412818,123090.80935793082,
25,4376.123107367931,9015,64000000,11.840471567844544,122270.2458608985,13543,122236928,22.614732351947822,119084.61821656943,22558,186236928,34.45520391979237,120357.71127506871,7600,49008640,9.066959507792637,121018.53810171052,6018,24649728,4.560381305298462,118704.56872565635,13618,73658368,13.627340813091099,119995.96006491408,1415,14991360,2.773512060051906,128993.19919646643,1310,5365760,0.9927051362480865,127047.04116412213,2725,20357120,3.7662171962999924,128057.6149680734,0,0,0,0,6215,92221440,17.061645910401275,117774.29863089301,6215,92221440,17.061645910401275,117774.29863089301,
30,9306.57287523796,18425,127053824,24.225713915021714,46477.19219864315,28123,254156800,48.4607997816531,58541.26959627351,46548,381210624,72.68651369667481,53765.970420125464,15598,97783808,18.644716731465017,46718.25180414156,12285,50319360,9.594535460396589,48317.939299959304,27883,148103168,28.239252191861606,47423.05978341642,2827,29270016,5.580997183556697,45147.143480367886,2904,11894784,2.2680122895394135,46316.6083350551,5731,41164800,7.84900947309611,45739.732197522244,0,0,0,0,12934,191942656,36.598252031717095,70996.35147293954,12934,191942656,36.598252031717095,70996.35147293954,
35,11857.266811377445,23594,163508224,31.132806175397608,29154.676325718403,35795,322797568,61.46231591649928,50870.74957460539,59389,486305792,92.59512209189688,42243.410635841654,19899,127565824,24.289188494866682,29881.495737826022,15379,62992384,11.9940736534342,31711.018388126668,35278,190558208,36.283262148300885,30679.053106128464,3695,35942400,6.843617680530925,25240.473489039243,3656,14974976,2.8513123920251924,25959.869089989057,7351,50917376,9.694930072556117,25598.262948578424,0,0,0,0,16760,244830208,46.616929871039886,73885.76657750596,16760,244830208,46.616929871039886,73885.76657750596,
40,9894.742469802211,19848,138645504,25.656138609776324,49391.9802995264,31146,279924736,51.7996445605697,54619.63042133822,50994,418570240,77.45578317034602,52584.91261889634,16677,106094592,19.632642094904615,49596.20700113929,13529,55414784,10.254421083389875,50463.811377115824,30206,161509376,29.88706317829449,49984.79932063166,3171,32550912,6.023496514871709,48317.9062841375,3100,12697600,2.3496714730215547,48661.32161741935,6271,45248512,8.373167987893263,48487.6698837506,0,0,0,0,14517,211812352,39.19555200415827,59764.96576207205,14517,211812352,39.19555200415827,59764.96576207205,
46,8466.455651454333,17619,119742464,21.646245357331658,64797.526942675526,27046,241385472,43.63605840453818,64395.172232196994,44665,361127936,65.28230376186984,64553.889071868354,14946,92336128,16.691910415623163,64467.341565903924,11819,48410624,8.751350272911777,64536.51532270074,26765,140746752,25.44326068853494,64497.8876010835,2673,27406336,4.9543349417084945,66643.74865656566,2816,11534336,2.0851004626888536,65424.80705859375,5489,38940672,7.039435404397349,66018.39986081254,0,0,0,0,12411,181440512,32.799607668937554,64026.95164902103,12411,181440512,32.799607668937554,64026.95164902103,
51,8588.857037279531,17555,120774656,22.151455911149654,62796.83672794076,27104,241946624,44.37578339604215,62337.480764536595,44659,362721280,66.5272393071918,62518.0489352874,14870,93339648,17.119561056205598,62366.951885070615,11811,48377856,8.873053169863276,61850.06380822962,26681,141717504,25.992614226068874,62138.138681833516,2685,27435008,5.031894854944054,65177.61423761639,2719,11137024,2.0426578248123146,64515.92244317764,5404,38572032,7.074552679756368,64844.68677849741,0,0,0,0,12574,182431744,33.46007240136656,62324.254961030696,12574,182431744,33.46007240136656,62324.254961030696,
